HPI,Rates,UE,FICO,Age,RollRate
10,-0.5,2.5,650,12,0.289229964
15,-0.5,2.5,650,12,0.254185886
20,-0.5,2.5,650,12,0.225950545
-50,-0.5,3.5,650,12,7.937163971
-45,-0.5,3.5,650,12,6.945903275
-40,-0.5,3.5,650,12,6.050600217
-35,-0.5,3.5,650,12,5.369025046
-30,-0.5,3.5,650,12,4.618085325
-25,-0.5,3.5,650,12,3.936667365
-20,-0.5,3.5,650,12,3.348710386
-10,-0.5,3.5,650,12,2.298319887
-5,-0.5,3.5,650,12,1.740943787
0,-0.5,3.5,650,12,1.353787656
5,-0.5,3.5,650,12,1.083481243
10,-0.5,3.5,650,12,0.903382322
15,-0.5,3.5,650,12,0.786299754
20,-0.5,3.5,650,12,0.693556868
-50,-0.5,4.5,650,12,9.146369854
-45,-0.5,4.5,650,12,7.40439213
-40,-0.5,4.5,650,12,7.668277886
-35,-0.5,4.5,650,12,7.795827981
-30,-0.5,4.5,650,12,6.817868293
-25,-0.5,4.5,650,12,6.778116288
-20,-0.5,4.5,650,12,6.470877833
-10,-0.5,4.5,650,12,5.351569306
-5,-0.5,4.5,650,12,4.683478394
0,-0.5,4.5,650,12,4.047115332
5,-0.5,4.5,650,12,3.506322565
10,-0.5,4.5,650,12,3.097560853
15,-0.5,4.5,650,12,2.811705645
20,-0.5,4.5,650,12,2.565495594
-50,-0.5,5,650,12,8.903798628
-45,-0.5,5,650,12,9.024605646
-40,-0.5,5,650,12,7.708524347
-35,-0.5,5,650,12,8.171209959
-30,-0.5,5,650,12,7.222441789
-25,-0.5,5,650,12,7.581978219
-20,-0.5,5,650,12,6.789911483
-10,-0.5,5,650,12,6.702694881
-5,-0.5,5,650,12,5.901241327
0,-0.5,5,650,12,5.556430375
5,-0.5,5,650,12,4.956614136
10,-0.5,5,650,12,4.471799547
15,-0.5,5,650,12,4.130791645
20,-0.5,5,650,12,3.819818198
-50,-0.5,7.5,650,12,10.77864324
-45,-0.5,7.5,650,12,9.285092326
-40,-0.5,7.5,650,12,8.193834982
-35,-0.5,7.5,650,12,9.362789732
-30,-0.5,7.5,650,12,8.542204216
-25,-0.5,7.5,650,12,7.784373683
-20,-0.5,7.5,650,12,8.65018896
-10,-0.5,7.5,650,12,8.510102126
-5,-0.5,7.5,650,12,7.785393846
0,-0.5,7.5,650,12,7.146966169
5,-0.5,7.5,650,12,7.72075323
10,-0.5,7.5,650,12,7.227509594
15,-0.5,7.5,650,12,6.913738426
20,-0.5,7.5,650,12,6.625553194
-50,0,0,650,12,0.673631287
-45,0,0,650,12,0.488482597
-40,0,0,650,12,0.372462256
-35,0,0,650,12,0.293872673
-30,0,0,650,12,0.237270327
-25,0,0,650,12,0.193059563
-20,0,0,650,12,0.158593807
-10,0,0,650,12,0.105394992
-5,0,0,650,12,0.085638062
0,0,0,650,12,0.070662181
5,0,0,650,12,0.059633179
10,0,0,650,12,0.051766661
15,0,0,650,12,0.046002449
20,0,0,650,12,0.041341719
-50,0,0.5,650,12,0.845379266
-45,0,0.5,650,12,0.60658939
-40,0,0.5,650,12,0.459536186
-35,0,0.5,650,12,0.361105142
-30,0,0.5,650,12,0.291085226
-25,0,0.5,650,12,0.236649223
-20,0,0.5,650,12,0.194394577
-10,0,0.5,650,12,0.129686303
-5,0,0.5,650,12,0.105190511
0,0,0.5,650,12,0.086520122
5,0,0.5,650,12,0.072694206
10,0,0.5,650,12,0.062848965
15,0,0.5,650,12,0.055751719
20,0,0.5,650,12,0.050010964
-50,0,1,650,12,1.160649974
-45,0,1,650,12,0.818217211
-40,0,1,650,12,0.613280561
-35,0,1,650,12,0.478646207
-30,0,1,650,12,0.384522103
-25,0,1,650,12,0.311923202
-20,0,1,650,12,0.255967192
-10,0,1,650,12,0.171199563
-5,0,1,650,12,0.138525416
0,0,1,650,12,0.113503522
5,0,1,650,12,0.094887632
10,0,1,650,12,0.081666029
15,0,1,650,12,0.072295613
20,0,1,650,12,0.064715129
-50,0,1.5,650,12,1.792260791
-45,0,1.5,650,12,1.224258914
-40,0,1.5,650,12,0.900617763
-35,0,1.5,650,12,0.694502916
-30,0,1.5,650,12,0.554052228
-25,0,1.5,650,12,0.447237721
-20,0,1.5,650,12,0.365884019
-10,0,1.5,650,12,0.244546785
-5,0,1.5,650,12,0.197190785
0,0,1.5,650,12,0.160844185
5,0,1.5,650,12,0.133737274
10,0,1.5,650,12,0.114560123
15,0,1.5,650,12,0.101188807
20,0,1.5,650,12,0.090375912
-50,0,2.5,650,12,4.914585548
-45,0,2.5,650,12,3.682684935
-40,0,2.5,650,12,2.832749248
-35,0,2.5,650,12,2.032903427
-30,0,2.5,650,12,1.552385057
-25,0,2.5,650,12,1.214054986
-20,0,2.5,650,12,0.971305182
-10,0,2.5,650,12,0.632705996
-5,0,2.5,650,12,0.503023098
0,0,2.5,650,12,0.404883631
5,0,2.5,650,12,0.332400038
10,0,2.5,650,12,0.281907704
15,0,2.5,650,12,0.247712503
20,0,2.5,650,12,0.220178852
-50,0,3.5,650,12,8.006960887
-45,0,3.5,650,12,7.602578678
-40,0,3.5,650,12,6.439827174
-35,0,3.5,650,12,5.456176277
-30,0,3.5,650,12,4.734358719
-25,0,3.5,650,12,4.014355443
-20,0,3.5,650,12,3.412048775
-10,0,3.5,650,12,2.270414379
-5,0,3.5,650,12,1.716292089
0,0,3.5,650,12,1.331419415
5,0,3.5,650,12,1.063588992
10,0,3.5,650,12,0.885715733
15,0,3.5,650,12,0.770196086
20,0,3.5,650,12,0.678832278
-50,0,4.5,650,12,9.159447682
-45,0,4.5,650,12,9.114278624
-40,0,4.5,650,12,9.11810762
-35,0,4.5,650,12,7.884801253
-30,0,4.5,650,12,7.82318164
-25,0,4.5,650,12,7.465584457
-20,0,4.5,650,12,6.579877129
-10,0,4.5,650,12,5.455937361
-5,0,4.5,650,12,4.782648724
0,0,4.5,650,12,4.134073936
5,0,4.5,650,12,3.584131864
10,0,4.5,650,12,3.169441779
15,0,4.5,650,12,2.876553529
20,0,4.5,650,12,2.582323847
-50,0,5,650,12,8.881153621
-45,0,5,650,12,9.041753092
-40,0,5,650,12,9.417370911
-35,0,5,650,12,8.225915267
-30,0,5,650,12,8.592126153
-25,0,5,650,12,7.671957258
-20,0,5,650,12,7.805990463
-10,0,5,650,12,6.821623269
-5,0,5,650,12,6.295664723
0,0,5,650,12,5.673507902
5,0,5,650,12,5.063691813
10,0,5,650,12,4.569143337
15,0,5,650,12,4.224550796
20,0,5,650,12,3.909600267
-50,0,7.5,650,12,10.65772751
-45,0,7.5,650,12,9.189190634
-40,0,7.5,650,12,10.38501731
-35,0,7.5,650,12,9.342939178
-30,0,7.5,650,12,10.24583196
-25,0,7.5,650,12,9.393974391
-20,0,7.5,650,12,8.640581989
-10,0,7.5,650,12,8.516175303
-5,0,7.5,650,12,9.070880696
0,0,7.5,650,12,8.381289657
5,0,7.5,650,12,7.773777936
10,0,7.5,650,12,8.362709334
15,0,7.5,650,12,8.017889107
20,0,7.5,650,12,7.712028772
-50,0.5,0,650,12,0.672301278
-45,0.5,0,650,12,0.487533575
-40,0.5,0,650,12,0.371566535
-35,0.5,0,650,12,0.292918143
-30,0.5,0,650,12,0.236114426
-25,0.5,0,650,12,0.19177411
-20,0.5,0,650,12,0.157212733
-10,0.5,0,650,12,0.104084604
-5,0.5,0,650,12,0.08470288
0,0.5,0,650,12,0.070073828
5,0.5,0,650,12,0.059337622
10,0.5,0,650,12,0.051670058
15,0.5,0,650,12,0.045990154
20,0.5,0,650,12,0.041397816
-50,0.5,0.5,650,12,0.82930084
-45,0.5,0.5,650,12,0.594704272
-40,0.5,0.5,650,12,0.450141938
-35,0.5,0.5,650,12,0.353334252
-30,0.5,0.5,650,12,0.284313935
-25,0.5,0.5,650,12,0.230702325
-20,0.5,0.5,650,12,0.189114209
-10,0.5,0.5,650,12,0.125638508
-5,0.5,0.5,650,12,0.102028565
0,0.5,0.5,650,12,0.084109031
5,0.5,0.5,650,12,0.070888446
10,0.5,0.5,650,12,0.06146867
15,0.5,0.5,650,12,0.054606822
20,0.5,0.5,650,12,0.049057536
-50,0.5,1,650,12,1.118637008
-45,0.5,1,650,12,0.787715034
-40,0.5,1,650,12,0.589607564
-35,0.5,1,650,12,0.459495068
-30,0.5,1,650,12,0.3684059
-25,0.5,1,650,12,0.29823598
-20,0.5,1,650,12,0.244219195
-10,0.5,1,650,12,0.16262055
-5,0.5,1,650,12,0.131678297
0,0.5,1,650,12,0.108076945
5,0.5,1,650,12,0.090583427
10,0.5,1,650,12,0.078160669
15,0.5,1,650,12,0.069275498
20,0.5,1,650,12,0.062090038
-50,0.5,1.5,650,12,1.696000711
-45,0.5,1.5,650,12,1.158744808
-40,0.5,1.5,650,12,0.851314299
-35,0.5,1.5,650,12,0.6553885
-30,0.5,1.5,650,12,0.521738593
-25,0.5,1.5,650,12,0.420232155
-20,0.5,1.5,650,12,0.343053833
-10,0.5,1.5,650,12,0.22824051
-5,0.5,1.5,650,12,0.184064872
0,0.5,1.5,650,12,0.150282904
5,0.5,1.5,650,12,0.12517916
10,0.5,1.5,650,12,0.107434562
15,0.5,1.5,650,12,0.094973386
20,0.5,1.5,650,12,0.084901744
-50,0.5,2.5,650,12,4.985365286
-45,0.5,2.5,650,12,3.701835555
-40,0.5,2.5,650,12,2.556356561
-35,0.5,2.5,650,12,1.857704765
-30,0.5,2.5,650,12,1.423231156
-25,0.5,2.5,650,12,1.113701676
-20,0.5,2.5,650,12,0.890479694
-10,0.5,2.5,650,12,0.578123456
-5,0.5,2.5,650,12,0.45924757
0,0.5,2.5,650,12,0.369462754
5,0.5,2.5,650,12,0.303328701
10,0.5,2.5,650,12,0.25734245
15,0.5,2.5,650,12,0.22610664
20,0.5,2.5,650,12,0.200979252
-50,0.5,3.5,650,12,8.972433214
-45,0.5,3.5,650,12,7.975336077
-40,0.5,3.5,650,12,6.755869984
-35,0.5,3.5,650,12,5.679440085
-30,0.5,3.5,650,12,4.775453444
-25,0.5,3.5,650,12,4.028442247
-20,0.5,3.5,650,12,3.415718109
-10,0.5,3.5,650,12,2.021397992
-5,0.5,3.5,650,12,1.542519964
0,0.5,3.5,650,12,1.201796022
5,0.5,3.5,650,12,0.962011344
10,0.5,3.5,650,12,0.801866208
15,0.5,3.5,650,12,0.697335456
20,0.5,3.5,650,12,0.614544363
-50,0.5,4.5,650,12,11.01742821
-45,0.5,4.5,650,12,10.64105572
-40,0.5,4.5,650,12,9.069616967
-35,0.5,4.5,650,12,8.915269725
-30,0.5,4.5,650,12,8.499946171
-25,0.5,4.5,650,12,7.852602678
-20,0.5,4.5,650,12,7.10962697
-10,0.5,4.5,650,12,5.620554629
-5,0.5,4.5,650,12,4.833811191
0,0.5,4.5,650,12,4.157298855
5,0.5,4.5,650,12,3.595281495
10,0.5,4.5,650,12,3.087137431
15,0.5,4.5,650,12,2.618745422
20,0.5,4.5,650,12,2.264247189
-50,0.5,5,650,12,10.80645905
-45,0.5,5,650,12,10.80896175
-40,0.5,5,650,12,9.331313167
-35,0.5,5,650,12,9.624242937
-30,0.5,5,650,12,9.717328163
-25,0.5,5,650,12,8.691931254
-20,0.5,5,650,12,8.510685788
-10,0.5,5,650,12,7.377701743
-5,0.5,5,650,12,6.562294731
0,0.5,5,650,12,5.81844737
5,0.5,5,650,12,5.140596994
10,0.5,5,650,12,4.618227574
15,0.5,5,650,12,4.249027009
20,0.5,5,650,12,3.930534782
-50,0.5,7.5,650,12,10.43561927
-45,0.5,7.5,650,12,11.41675093
-40,0.5,7.5,650,12,10.18149365
-35,0.5,7.5,650,12,11.06656057
-30,0.5,7.5,650,12,10.10379107
-25,0.5,7.5,650,12,10.68750366
-20,0.5,7.5,650,12,9.850028646
-10,0.5,7.5,650,12,9.774942939
-5,0.5,7.5,650,12,10.24617495
0,0.5,7.5,650,12,9.498147863
5,0.5,7.5,650,12,8.84208023
10,0.5,7.5,650,12,9.371972045
15,0.5,7.5,650,12,9.009165282
20,0.5,7.5,650,12,8.680902039
-50,0.75,0,650,12,0.66973433
-45,0.75,0,650,12,0.485574826
-40,0.75,0,650,12,0.369896374
-35,0.75,0,650,12,0.291391128
-30,0.75,0,650,12,0.234593479
-25,0.75,0,650,12,0.190298783
-20,0.75,0,650,12,0.155786967
-10,0.75,0,650,12,0.102902772
-5,0.75,0,650,12,0.083832618
0,0.75,0,650,12,0.069482995
5,0.75,0,650,12,0.05897524
10,0.75,0,650,12,0.051459825
15,0.75,0,650,12,0.045854037
20,0.75,0,650,12,0.041321895
-50,0.75,0.5,650,12,0.815066535
-45,0.75,0.5,650,12,0.584235607
-40,0.75,0.5,650,12,0.441935097
-35,0.75,0.5,650,12,0.346608655
-30,0.75,0.5,650,12,0.278538384
-25,0.75,0.5,650,12,0.225717318
-20,0.75,0.5,650,12,0.184764851
-10,0.75,0.5,650,12,0.122425441
-5,0.75,0.5,650,12,0.099510092
0,0.75,0.5,650,12,0.082172628
5,0.75,0.5,650,12,0.069412748
10,0.75,0.5,650,12,0.060311494
15,0.75,0.5,650,12,0.053635714
20,0.75,0.5,650,12,0.048237714
-50,0.75,1,650,12,1.083418274
-45,0.75,1,650,12,0.762447109
-40,0.75,1,650,12,0.570197262
-35,0.75,1,650,12,0.443924889
-30,0.75,1,650,12,0.355420651
-25,0.75,1,650,12,0.28731964
-20,0.75,1,650,12,0.234936715
-10,0.75,1,650,12,0.155988102
-5,0.75,1,650,12,0.126386583
0,0.75,1,650,12,0.103877539
5,0.75,1,650,12,0.087235619
10,0.75,1,650,12,0.075410687
15,0.75,1,650,12,0.06689982
20,0.75,1,650,12,0.060018809
-50,0.75,1.5,650,12,1.616039172
-45,0.75,1.5,650,12,1.104983532
-40,0.75,1.5,650,12,0.811344793
-35,0.75,1.5,650,12,0.623985606
-30,0.75,1.5,650,12,0.4960202
-25,0.75,1.5,650,12,0.398929084
-20,0.75,1.5,650,12,0.325176753
-10,0.75,1.5,650,12,0.215685846
-5,0.75,1.5,650,12,0.173977094
0,0.75,1.5,650,12,0.142173539
5,0.75,1.5,650,12,0.118598105
10,0.75,1.5,650,12,0.101933343
15,0.75,1.5,650,12,0.090171477
20,0.75,1.5,650,12,0.080668694
-50,0.75,2.5,650,12,4.985848741
-45,0.75,2.5,650,12,3.39815809
-40,0.75,2.5,650,12,2.340139884
-35,0.75,2.5,650,12,1.715203423
-30,0.75,2.5,650,12,1.318477744
-25,0.75,2.5,650,12,1.033013963
-20,0.75,2.5,650,12,0.826009438
-10,0.75,2.5,650,12,0.535346531
-5,0.75,2.5,650,12,0.42510232
0,0.75,2.5,650,12,0.341940783
5,0.75,2.5,650,12,0.280784545
10,0.75,2.5,650,12,0.23829
15,0.75,2.5,650,12,0.209365888
20,0.75,2.5,650,12,0.186113474
-50,0.75,3.5,650,12,9.671819643
-45,0.75,3.5,650,12,8.188957868
-40,0.75,3.5,650,12,6.847923925
-35,0.75,3.5,650,12,5.668860004
-30,0.75,3.5,650,12,4.754650339
-25,0.75,3.5,650,12,3.923515583
-20,0.75,3.5,650,12,3.004845698
-10,0.75,3.5,650,12,1.823107509
-5,0.75,3.5,650,12,1.402349151
0,0.75,3.5,650,12,1.097475028
5,0.75,3.5,650,12,0.880609766
10,0.75,3.5,650,12,0.734864226
15,0.75,3.5,650,12,0.639298957
20,0.75,3.5,650,12,0.563476072
-50,0.75,4.5,650,12,10.94332353
-45,0.75,4.5,650,12,10.56859943
-40,0.75,4.5,650,12,10.22726631
-35,0.75,4.5,650,12,9.664594725
-30,0.75,4.5,650,12,8.920558617
-25,0.75,4.5,650,12,8.047800667
-20,0.75,4.5,650,12,7.24623601
-10,0.75,4.5,650,12,5.599993171
-5,0.75,4.5,650,12,4.807614568
0,0.75,4.5,650,12,4.125234852
5,0.75,4.5,650,12,3.282370309
10,0.75,4.5,650,12,2.68527765
15,0.75,4.5,650,12,2.309756661
20,0.75,4.5,650,12,2.015486346
-50,0.75,5,650,12,10.71324481
-45,0.75,5,650,12,10.7374441
-40,0.75,5,650,12,10.88197285
-35,0.75,5,650,12,10.86223677
-30,0.75,5,650,12,9.673757814
-25,0.75,5,650,12,9.448809566
-20,0.75,5,650,12,8.945228032
-10,0.75,5,650,12,7.447478053
-5,0.75,5,650,12,6.59957306
0,0.75,5,650,12,5.804415505
5,0.75,5,650,12,5.114954463
10,0.75,5,650,12,4.590734305
15,0.75,5,650,12,4.220128306
20,0.75,5,650,12,3.844950271
-50,0.75,7.5,650,12,13.01181296
-45,0.75,7.5,650,12,11.31461719
-40,0.75,7.5,650,12,12.13479336
-35,0.75,7.5,650,12,10.97281586
-30,0.75,7.5,650,12,11.54629751
-25,0.75,7.5,650,12,10.60920558
-20,0.75,7.5,650,12,11.28982582
-10,0.75,7.5,650,12,11.0198463
-5,0.75,7.5,650,12,10.18696429
0,0.75,7.5,650,12,10.59298486
5,0.75,7.5,650,12,9.881043269
10,0.75,7.5,650,12,10.26811726
15,0.75,7.5,650,12,9.877304717
20,0.75,7.5,650,12,9.528148435
-50,1,0,650,12,0.665417746
-45,1,0,650,12,0.482300701
-40,1,0,650,12,0.367195122
-35,1,0,650,12,0.289012135
-30,1,0,650,12,0.232319593
-25,1,0,650,12,0.188190737
-20,1,0,650,12,0.153794266
-10,1,0,650,12,0.101322304
-5,1,0,650,12,0.08265716
0,1,0,650,12,0.068671204
5,1,0,650,12,0.05845699
10,1,0,650,12,0.051125797
15,1,0,650,12,0.045618138
20,1,0,650,12,0.041165768
-50,1,0.5,650,12,0.797956278
-45,1,0.5,650,12,0.571602551
-40,1,0.5,650,12,0.432050046
-35,1,0.5,650,12,0.338525843
-30,1,0.5,650,12,0.271605251
-25,1,0.5,650,12,0.219773507
-20,1,0.5,650,12,0.179582109
-10,1,0.5,650,12,0.118637238
-5,1,0.5,650,12,0.09654505
0,1,0.5,650,12,0.079901403
5,1,0.5,650,12,0.067687698
10,1,0.5,650,12,0.058950922
15,1,0.5,650,12,0.052494899
20,1,0.5,650,12,0.047275584
-50,1,1,650,12,1.043989689
-45,1,1,650,12,0.733704853
-40,1,1,650,12,0.548023749
-35,1,1,650,12,0.426120507
-30,1,1,650,12,0.340564201
-25,1,1,650,12,0.274864314
-20,1,1,650,12,0.224344917
-10,1,1,650,12,0.148463966
-5,1,1,650,12,0.120394929
0,1,1,650,12,0.099139385
5,1,1,650,12,0.083471271
10,1,1,650,12,0.072315285
15,1,1,650,12,0.064229801
20,1,1,650,12,0.057694679
-50,1,1.5,650,12,1.534083352
-45,1,1.5,650,12,1.046859883
-40,1,1.5,650,12,0.767205076
-35,1,1.5,650,12,0.58899067
-30,1,1.5,650,12,0.467240179
-25,1,1.5,650,12,0.375079437
-20,1,1.5,650,12,0.305145675
-10,1,1.5,650,12,0.201665637
-5,1,1.5,650,12,0.162728283
0,1,1.5,650,12,0.133153739
5,1,1.5,650,12,0.111295876
10,1,1.5,650,12,0.095828386
15,1,1.5,650,12,0.084848738
20,1,1.5,650,12,0.075981947
-50,1,2.5,650,12,4.902187017
-45,1,2.5,650,12,3.118147098
-40,1,2.5,650,12,2.155708118
-35,1,2.5,650,12,1.580352013
-30,1,2.5,650,12,1.213241008
-25,1,2.5,650,12,0.948863384
-20,1,2.5,650,12,0.757193941
-10,1,2.5,650,12,0.488649113
-5,1,2.5,650,12,0.38761316
0,1,2.5,650,12,0.311650285
5,1,2.5,650,12,0.255952274
10,1,2.5,650,12,0.21728743
15,1,2.5,650,12,0.190915509
20,1,2.5,650,12,0.16973571
-50,1,3.5,650,12,10.15436917
-45,1,3.5,650,12,8.415963605
-40,1,3.5,650,12,6.869793224
-35,1,3.5,650,12,5.651722416
-30,1,3.5,650,12,4.602121288
-25,1,3.5,650,12,3.485762425
-20,1,3.5,650,12,2.696220331
-10,1,3.5,650,12,1.646668558
-5,1,3.5,650,12,1.267877264
0,1,3.5,650,12,0.992211038
5,1,3.5,650,12,0.795789005
10,1,3.5,650,12,0.663700642
15,1,3.5,650,12,0.576998047
20,1,3.5,650,12,0.50824951
-50,1,4.5,650,12,10.87022913
-45,1,4.5,650,12,11.9173745
-40,1,4.5,650,12,11.12911491
-35,1,4.5,650,12,10.16791675
-30,1,4.5,650,12,9.15759471
-25,1,4.5,650,12,8.215874086
-20,1,4.5,650,12,7.26395303
-10,1,4.5,650,12,5.572060121
-5,1,4.5,650,12,4.74529976
0,1,4.5,650,12,3.67218017
5,1,4.5,650,12,2.9041012
10,1,4.5,650,12,2.392837974
15,1,4.5,650,12,2.065620849
20,1,4.5,650,12,1.806555009
-50,1,5,650,12,12.78461828
-45,1,5,650,12,12.46814054
-40,1,5,650,12,10.8262154
-35,1,5,650,12,10.81385409
-30,1,5,650,12,10.53754704
-25,1,5,650,12,9.956226296
-20,1,5,650,12,9.184931357
-10,1,5,650,12,7.495364524
-5,1,5,650,12,6.586018497
0,1,5,650,12,5.772760599
5,1,5,650,12,5.084598055
10,1,5,650,12,4.406171562
15,1,5,650,12,3.826915417
20,1,5,650,12,3.362016614
-50,1,7.5,650,12,12.92102579
-45,1,7.5,650,12,11.23886687
-40,1,7.5,650,12,12.04331523
-35,1,7.5,650,12,12.54889335
-30,1,7.5,650,12,11.48152539
-25,1,7.5,650,12,12.14038738
-20,1,7.5,650,12,11.21979481
-10,1,7.5,650,12,10.96864708
-5,1,7.5,650,12,11.33972191
0,1,7.5,650,12,10.53904209
5,1,7.5,650,12,10.82735018
10,1,7.5,650,12,10.22903207
15,1,7.5,650,12,10.55898563
20,1,7.5,650,12,10.17425863
-50,1.5,0,650,12,0.648947597
-45,1.5,0,650,12,0.469232829
-40,1.5,0,650,12,0.35635719
-35,1.5,0,650,12,0.279606634
-30,1.5,0,650,12,0.223839282
-25,1.5,0,650,12,0.180634891
-20,1.5,0,650,12,0.146968238
-10,1.5,0,650,12,0.096559048
-5,1.5,0,650,12,0.079089638
0,1.5,0,650,12,0.066095569
5,1.5,0,650,12,0.056616326
10,1.5,0,650,12,0.049751903
15,1.5,0,650,12,0.044538241
20,1.5,0,650,12,0.040320093
-50,1.5,0.5,650,12,0.761259682
-45,1.5,0.5,650,12,0.543534368
-40,1.5,0.5,650,12,0.409617612
-35,1.5,0.5,650,12,0.319878237
-30,1.5,0.5,650,12,0.255555418
-25,1.5,0.5,650,12,0.205977139
-20,1.5,0.5,650,12,0.167559854
-10,1.5,0.5,650,12,0.110275509
-5,1.5,0.5,650,12,0.090060463
0,1.5,0.5,650,12,0.074947641
5,1.5,0.5,650,12,0.063880959
10,1.5,0.5,650,12,0.055904057
15,1.5,0.5,650,12,0.049940212
20,1.5,0.5,650,12,0.045116308
-50,1.5,1,650,12,0.972090131
-45,1.5,1,650,12,0.679676672
-40,1.5,1,650,12,0.505604533
-35,1.5,1,650,12,0.391591866
-30,1.5,1,650,12,0.311539604
-25,1.5,1,650,12,0.250394422
-20,1.5,1,650,12,0.203450346
-10,1.5,1,650,12,0.133976257
-5,1.5,1,650,12,0.108949967
0,1.5,1,650,12,0.09014567
5,1.5,1,650,12,0.076326848
10,1.5,1,650,12,0.066429145
15,1.5,1,650,12,0.059172843
20,1.5,1,650,12,0.053307096
-50,1.5,1.5,650,12,1.397914557
-45,1.5,1.5,650,12,0.946063178
-40,1.5,1.5,650,12,0.689059062
-35,1.5,1.5,650,12,0.526235753
-30,1.5,1.5,650,12,0.415251695
-25,1.5,1.5,650,12,0.331784116
-20,1.5,1.5,650,12,0.268645002
-10,1.5,1.5,650,12,0.176449047
-5,1.5,1.5,650,12,0.142610581
0,1.5,1.5,650,12,0.117106361
5,1.5,1.5,650,12,0.09832977
10,1.5,1.5,650,12,0.084992584
15,1.5,1.5,650,12,0.075431213
20,1.5,1.5,650,12,0.067712375
-50,1.5,2.5,650,12,4.353086818
-45,1.5,2.5,650,12,2.745742764
-40,1.5,2.5,650,12,1.879304796
-35,1.5,2.5,650,12,1.36542425
-30,1.5,2.5,650,12,1.039823529
-25,1.5,2.5,650,12,0.807451656
-20,1.5,2.5,650,12,0.6402217
-10,1.5,2.5,650,12,0.408930803
-5,1.5,2.5,650,12,0.323682567
0,1.5,2.5,650,12,0.260115927
5,1.5,2.5,650,12,0.21378204
10,1.5,2.5,650,12,0.181662727
15,1.5,2.5,650,12,0.159678281
20,1.5,2.5,650,12,0.142054219
-50,1.5,3.5,650,12,10.43700956
-45,1.5,3.5,650,12,8.492608517
-40,1.5,3.5,650,12,6.849623346
-35,1.5,3.5,650,12,5.236042705
-30,1.5,3.5,650,12,3.915798521
-25,1.5,3.5,650,12,2.957721339
-20,1.5,3.5,650,12,2.276555836
-10,1.5,3.5,650,12,1.373694559
-5,1.5,3.5,650,12,1.051837082
0,1.5,3.5,650,12,0.819283496
5,1.5,3.5,650,12,0.654708998
10,1.5,3.5,650,12,0.544583454
15,1.5,3.5,650,12,0.472438971
20,1.5,3.5,650,12,0.415441191
-50,1.5,4.5,650,12,12.65963295
-45,1.5,4.5,650,12,11.85030947
-40,1.5,4.5,650,12,11.71655876
-35,1.5,4.5,650,12,10.44255309
-30,1.5,4.5,650,12,9.348434166
-25,1.5,4.5,650,12,8.237505065
-20,1.5,4.5,650,12,7.23010076
-10,1.5,4.5,650,12,5.114694662
-5,1.5,4.5,650,12,3.944294371
0,1.5,4.5,650,12,3.058385064
5,1.5,4.5,650,12,2.415936071
10,1.5,4.5,650,12,1.986413651
15,1.5,4.5,650,12,1.710904136
20,1.5,4.5,650,12,1.492960992
-50,1.5,5,650,12,12.68980565
-45,1.5,5,650,12,12.35508633
-40,1.5,5,650,12,12.20232128
-35,1.5,5,650,12,11.78174375
-30,1.5,5,650,12,11.10838107
-25,1.5,5,650,12,10.22437745
-20,1.5,5,650,12,9.359353511
-10,1.5,5,650,12,7.468273887
-5,1.5,5,650,12,6.539674886
0,1.5,5,650,12,5.448977886
5,1.5,5,650,12,4.387522078
10,1.5,5,650,12,3.652442769
15,1.5,5,650,12,3.17519789
20,1.5,5,650,12,2.789141281
-50,1.5,7.5,650,12,12.8143297
-45,1.5,7.5,650,12,13.32750035
-40,1.5,7.5,650,12,13.74058994
-35,1.5,7.5,650,12,12.45846395
-30,1.5,7.5,650,12,13.08316824
-25,1.5,7.5,650,12,12.0512828
-20,1.5,7.5,650,12,12.60824443
-10,1.5,7.5,650,12,12.1604261
-5,1.5,7.5,650,12,12.38397624
0,1.5,7.5,650,12,11.52061462
5,1.5,7.5,650,12,11.57130064
10,1.5,7.5,650,12,11.41225648
15,1.5,7.5,650,12,10.94868092
20,1.5,7.5,650,12,10.53360451
-50,2,0,650,12,0.630837585
-45,2,0,650,12,0.454499493
-40,2,0,650,12,0.344038018
-35,2,0,650,12,0.269016955
-30,2,0,650,12,0.214563773
-25,2,0,650,12,0.172600848
-20,2,0,650,12,0.140010961
-10,2,0,650,12,0.091965054
-5,2,0,650,12,0.075597934
0,2,0,650,12,0.063473467
5,2,0,650,12,0.054625329
10,2,0,650,12,0.048176898
15,2,0,650,12,0.043245055
20,2,0,650,12,0.03925101
-50,2,0.5,650,12,0.729945693
-45,2,0.5,650,12,0.519086117
-40,2,0.5,650,12,0.389835066
-35,2,0.5,650,12,0.303366533
-30,2,0.5,650,12,0.241446627
-25,2,0.5,650,12,0.193971199
-20,2,0.5,650,12,0.157303832
-10,2,0.5,650,12,0.103409743
-5,2,0.5,650,12,0.084731522
0,2,0.5,650,12,0.070830677
5,2,0.5,650,12,0.060655827
10,2,0.5,650,12,0.05327973
15,2,0.5,650,12,0.047722613
20,2,0.5,650,12,0.04322428
-50,2,1,650,12,0.917297168
-45,2,1,650,12,0.638116707
-40,2,1,650,12,0.472769461
-35,2,1,650,12,0.364781558
-30,2,1,650,12,0.289062115
-25,2,1,650,12,0.23153674
-20,2,1,650,12,0.187520602
-10,2,1,650,12,0.123222298
-5,2,1,650,12,0.100482784
